orig_id,dest_id,orig_state_fips,orig_count_fips,orig_state_name,orig_count_name,dest_state_fips,dest_count_fips,dest_state_name,dest_count_name,filings,exemptions,income,year,cbsa_orig,cbsa_dest,dest_geocode,orig_geocode,Dest_FID,Dest_STATEFP10,Dest_COUNTYFP10,Dest_COUNTYNS,Dest_GEOID10,Dest_NAME10,Dest_NAMELSAD,Dest_Lat,Dest_Lon,Dest_Geo,Orig_FID1,Orig_STATEFP,Orig_COUNTYFP,Orig_COUNTYNS,Orig_GEOID10,Orig_NAME10,Orig_NAMELSAD,Orig_Lat,Orig_Lon,Orig_GEO
1_7,1_125,1,7,alabama,bibb,1,125,alabama,tuscaloosa,91,228,3105,2010,1382,46220,1125,1007,2172,1,125,161588,1125,Tuscaloosa,Tuscaloosa County,33.28954985,-87.52502995,1125,2149,1,7,161529,1007,Bibb,Bibb County,32.99864431,-87.12643908,1007
1_7,1_117,1,7,alabama,bibb,1,117,alabama,shelby,85,213,2495,2010,1382,13820,1117,1007,2148,1,117,161584,1117,Shelby,Shelby County,33.26427782,-86.66064863,1117,2149,1,7,161529,1007,Bibb,Bibb County,32.99864431,-87.12643908,1007
1_7,1_73,1,7,alabama,bibb,1,73,alabama,jefferson,77,167,2397,2010,1382,13820,1073,1007,2140,1,73,161562,1073,Jefferson,Jefferson County,33.55431476,-86.89649028,1073,2149,1,7,161529,1007,Bibb,Bibb County,32.99864431,-87.12643908,1007
1_7,1_21,1,7,alabama,bibb,1,21,alabama,chilton,21,49,580,2010,1382,13820,1021,1007,2217,1,21,161536,1021,Chilton,Chilton County,32.84785313,-86.71881373,1021,2149,1,7,161529,1007,Bibb,Bibb County,32.99864431,-87.12643908,1007
1_9,1_73,1,9,alabama,blount,1,73,alabama,jefferson,3400,740,11202,2010,1382,13820,1073,1009,2140,1,73,161562,1073,Jefferson,Jefferson County,33.55431476,-86.89649028,1073,2223,1,9,161530,1009,Blount,Blount County,33.98086739,-86.56737096,1009
1_9,1_43,1,9,alabama,blount,1,43,alabama,cullman,106,222,3439,2010,1382,18980,1043,1009,2251,1,43,161547,1043,Cullman,Cullman County,34.13194107,-86.8676194,1043,2223,1,9,161530,1009,Blount,Blount County,33.98086739,-86.56737096,1009
1_9,1_95,1,9,alabama,blount,1,95,alabama,marshall,102,238,2461,2010,1382,10700,1095,1009,2155,1,95,161574,1095,Marshall,Marshall County,34.36696193,-86.30663697,1095,2223,1,9,161530,1009,Blount,Blount County,33.98086739,-86.56737096,1009
1_9,1_115,1,9,alabama,blount,1,115,alabama,st. clair,58,138,2090,2010,1382,13820,1115,1009,2214,1,115,164997,1115,St. Clair,St. Clair County,33.71570291,-86.31468775,1115,2223,1,9,161530,1009,Blount,Blount County,33.98086739,-86.56737096,1009
1_9,1_55,1,9,alabama,blount,1,55,alabama,etowah,41,102,1500,2010,1382,23460,1055,1009,2169,1,55,161553,1055,Etowah,Etowah County,34.04525413,-86.03476221,1055,2223,1,9,161530,1009,Blount,Blount County,33.98086739,-86.56737096,1009
1_9,1_117,1,9,alabama,blount,1,117,alabama,shelby,28,49,1363,2010,1382,13820,1117,1009,2148,1,117,161584,1117,Shelby,Shelby County,33.26427782,-86.66064863,1117,2223,1,9,161530,1009,Blount,Blount County,33.98086739,-86.56737096,1009
1_9,1_89,1,9,alabama,blount,1,89,alabama,madison,22,40,849,2010,1382,26620,1089,1009,2143,1,89,161570,1089,Madison,Madison County,34.7630897,-86.55020654,1089,2223,1,9,161530,1009,Blount,Blount County,33.98086739,-86.56737096,1009
1_9,1_103,1,9,alabama,blount,1,103,alabama,morgan,18,38,527,2010,1382,19460,1103,1009,2163,1,103,161578,1103,Morgan,Morgan County,34.453475,-86.85292781,1103,2223,1,9,161530,1009,Blount,Blount County,33.98086739,-86.56737096,1009
